chr	start	end	size	dataset
chr10	1247978	1306555	58577	dbVar
chr10	1310079	1312265	2186	dbVar
chr10	1399106	1446918	47812	dbVar
chr10	1451219	1456641	5422	dbVar
chr10	1592048	1596705	4657	dbVar
chr10	1629298	17585732	15956434	dbVar
chr10	1938152	1938231	79	dbVar
chr10	2195242	2197260	2018	dbVar
chr10	3205523	3205603	80	dbVar
chr10	4679201	4680517	1316	dbVar
chr10	4930426	5027090	96664	dbVar
chr10	4940778	5021242	80464	dbVar
chr10	4940878	5021264	80386	dbVar
chr10	4957420	4970310	12890	dbVar
chr10	4958277	5008467	50190	dbVar
chr10	4973914	4994163	20249	dbVar
chr10	5000428	5013451	13023	dbVar
chr10	5035027	5282610	247583	dbVar
chr10	5252666	5294001	41335	dbVar
chr10	6148374	7383204	1234830	dbVar
chr10	6786960	6787046	86	dbVar
chr10	6835942	6836023	81	dbVar
chr10	7293983	7552400	258417	dbVar
chr10	7984062	8122195	138133	dbVar
chr10	8135754	26904598	18768844	dbVar
chr10	8745678	8745761	83	dbVar
chr10	8914783	21497816	12583033	dbVar
chr10	12271887	12365861	93974	dbVar
chr10	12274046	13078134	804088	dbVar
chr10	12274250	13023998	749748	dbVar
chr10	12317021	13228916	911895	dbVar
chr10	12320309	13228193	907884	dbVar
chr10	12825171	12825245	74	dbVar
chr10	12825172	12825245	73	dbVar
chr10	12910599	13078253	167654	dbVar
chr10	13062087	13064236	2149	dbVar
chr10	13062902	13063297	395	dbVar
chr10	13062977	13063273	296	dbVar
chr10	13062999	13063281	282	dbVar
chr10	13063014	13063271	257	dbVar
chr10	13063021	13063277	256	dbVar
chr10	13063025	13063272	247	dbVar
chr10	13063099	13063272	173	dbVar
chr10	13063116	13063402	286	dbVar
chr10	13063131	13063427	296	dbVar
chr10	13226211	13237460	11249	dbVar
chr10	15742799	15760450	17651	dbVar
chr10	16127771	16839648	711877	dbVar
chr10	16335670	16336565	895	dbVar
chr10	18558475	18569567	11092	dbVar
chr10	19247981	19251701	3720	dbVar
chr10	20263599	20280697	17098	dbVar
chr10	21431904	21432888	984	dbVar
chr10	21445044	21446264	1220	dbVar
chr10	21830489	21830769	280	dbVar
chr10	24568284	24568377	93	dbVar
chr10	25448170	26972109	1523939	dbVar
chr10	25779445	25779706	261	dbVar
chr10	28888796	28888864	68	dbVar
chr10	29132871	29132943	72	dbVar
chr10	29132872	29132929	57	dbVar
chr10	29132886	29133199	313	dbVar
chr10	29512272	30672177	1159905	dbVar
chr10	33888599	33888692	93	dbVar
chr10	34837837	34837908	71	dbVar
chr10	36819153	58318428	21499275	dbVar
chr10	37061793	37112129	50336	dbVar
chr10	37070260	37107822	37562	dbVar
chr10	37087046	37113834	26788	dbVar
chr10	37097387	37109165	11778	dbVar
chr10	37102429	37113834	11405	dbVar
chr10	37104567	37111698	7131	dbVar
chr10	37105053	37149088	44035	dbVar
chr10	37108180	37148934	40754	dbVar
chr10	38124196	42514087	4389891	dbVar
chr10	38487402	38861767	374365	dbVar
chr10	38641320	42276547	3635227	dbVar
chr10	38785683	38827408	41725	dbVar
chr10	38789211	38857960	68749	dbVar
chr10	38792649	38858208	65559	dbVar
chr10	38792808	38848130	55322	dbVar
chr10	38792821	38830478	37657	dbVar
chr10	38792822	38856749	63927	dbVar
chr10	38794386	38856764	62378	dbVar
chr10	38795209	38856749	61540	dbVar
chr10	38795210	38848130	52920	dbVar
chr10	38797408	38860144	62736	dbVar
chr10	38798560	38855998	57438	dbVar
chr10	38801184	38856757	55573	dbVar
chr10	38801191	38848130	46939	dbVar
chr10	38801480	38827416	25936	dbVar
chr10	38802484	38833552	31068	dbVar
chr10	38804060	38832022	27962	dbVar
chr10	38808158	38848879	40721	dbVar
chr10	38812063	38828331	16268	dbVar
chr10	38816130	38828341	12211	dbVar
chr10	38818126	38853104	34978	dbVar
chr10	41710483	41710540	57	dbVar
chr10	41831553	41831622	69	dbVar
chr10	41839587	41839668	81	dbVar
chr10	41843255	41843396	141	dbVar
chr10	41848000	41848060	60	dbVar
chr10	41854939	41855059	120	dbVar
chr10	41855512	41855575	63	dbVar
chr10	41860229	41860340	111	dbVar
chr10	42320203	42320267	64	dbVar
chr10	45931517	49929364	3997847	dbVar
chr10	46157935	47739149	1581214	dbVar
chr10	46168219	47500256	1332037	dbVar
chr10	46250253	46311946	61693	dbVar
chr10	46265494	46309470	43976	dbVar
chr10	46302063	48008356	1706293	dbVar
chr10	46314931	48071682	1756751	dbVar
chr10	46318136	46319273	1137	dbVar
chr10	46449618	46490118	40500	dbVar
chr10	46453626	46490118	36492	dbVar
chr10	46454070	46490118	36048	dbVar
chr10	46457623	46490118	32495	dbVar
chr10	46486180	46489591	3411	dbVar
chr10	46489592	46526211	36619	dbVar
chr10	46489729	46526521	36792	dbVar
chr10	46489859	46526516	36657	dbVar
chr10	46489901	46526480	36579	dbVar
chr10	46489981	46526811	36830	dbVar
chr10	46490273	46524558	34285	dbVar
chr10	46494278	46526171	31893	dbVar
chr10	46737091	47631410	894319	dbVar
chr10	46839765	48153148	1313383	dbVar
chr10	47280529	47281142	613	dbVar
chr10	47900858	47900929	71	dbVar
chr10	48251769	48271997	20228	dbVar
chr10	52345241	52345315	74	dbVar
chr10	52345247	52345309	62	dbVar
chr10	52834752	52834817	65	dbVar
chr10	53018973	53046195	27222	dbVar
chr10	54387297	54391936	4639	dbVar
chr10	54768489	54769648	1159	dbVar
chr10	54859730	54859804	74	dbVar
chr10	55007429	55013435	6006	dbVar
chr10	56218639	56218730	91	dbVar
chr10	57497185	57498185	1000	dbVar
chr10	57497899	57498225	326	dbVar
chr10	57497901	57498185	284	dbVar
chr10	57497912	57498184	272	dbVar
chr10	57498016	57498350	334	dbVar
chr10	57498057	57498346	289	dbVar
chr10	57693315	57693396	81	dbVar
chr10	57798294	57801418	3124	dbVar
chr10	58023499	58023992	493	dbVar
chr10	58126182	58126433	251	dbVar
chr10	60304787	60305234	447	dbVar
chr10	61329838	61330198	360	dbVar
chr10	63627563	63627620	57	dbVar
chr10	65668878	65668978	100	dbVar
chr10	67577610	67586903	9293	dbVar
chr10	71866916	71867013	97	dbVar
chr10	73659760	73660139	379	dbVar
chr10	73659867	73660169	302	dbVar
chr10	73659954	73660153	199	dbVar
chr10	73659955	73660152	197	dbVar
chr10	73659956	73660151	195	dbVar
chr10	73659968	73660151	183	dbVar
chr10	74744657	74745610	953	dbVar
chr10	76030224	76030322	98	dbVar
chr10	76099567	76100903	1336	dbVar
chr10	76694142	76724364	30222	dbVar
chr10	76712914	76814151	101237	dbVar
chr10	76712919	76814130	101211	dbVar
chr10	76811067	76826392	15325	dbVar
chr10	76973405	88682193	11708788	dbVar
chr10	79445109	80251546	806437	dbVar
chr10	79500916	80221876	720960	dbVar
chr10	79527961	80232307	704346	dbVar
chr10	79535358	79621839	86481	dbVar
chr10	79656776	87327232	7670456	dbVar
chr10	80346210	80351432	5222	dbVar
chr10	80346216	80351480	5264	dbVar
chr10	80737144	80737235	91	dbVar
chr10	83993892	83994300	408	dbVar
chr10	84301273	84301689	416	dbVar
chr10	84876776	84877952	1176	dbVar
chr10	85483350	85485786	2436	dbVar
chr10	85484001	85484106	105	dbVar
chr10	87306910	87324156	17246	dbVar
chr10	87336902	87396247	59345	dbVar
chr10	87954239	87960080	5841	dbVar
chr10	90468977	106025562	15556585	dbVar
chr10	91344674	91350389	5715	dbVar
chr10	91344776	91350399	5623	dbVar
chr10	91406240	91445586	39346	dbVar
chr10	91440182	91451512	11330	dbVar
chr10	91440183	91451512	11329	dbVar
chr10	93644849	93644901	52	dbVar
chr10	93818455	115436200	21617745	dbVar
chr10	95197556	97700666	2503110	dbVar
chr10	96101074	96104232	3158	dbVar
chr10	98019700	98021991	2291	dbVar
chr10	98734322	98735359	1037	dbVar
chr10	98735018	98735251	233	dbVar
chr10	100423276	100425704	2428	dbVar
chr10	101459742	101459832	90	dbVar
chr10	103653131	103653216	85	dbVar
chr10	104153328	104154058	730	dbVar
chr10	105488738	105490673	1935	dbVar
chr10	106857659	112722923	5865264	dbVar
chr10	107258462	107264567	6105	dbVar
chr10	107698904	116592228	8893324	dbVar
chr10	112478881	112479331	450	dbVar
chr10	113411926	113412284	358	dbVar
chr10	113411929	113412350	421	dbVar
chr10	113411946	113412251	305	dbVar
chr10	118221276	118222107	831	dbVar
chr10	118843452	118843548	96	dbVar
chr10	119401043	119406919	5876	dbVar
chr10	119469060	119470286	1226	dbVar
chr10	119505074	119505430	356	dbVar
chr10	120700739	120704128	3389	dbVar
chr10	120862273	120864077	1804	dbVar
chr10	123722001	123735148	13147	dbVar
chr10	124079351	124082990	3639	dbVar
chr10	124838524	124839240	716	dbVar
chr10	125501848	125512532	10684	dbVar
chr10	125502015	125508656	6641	dbVar
chr10	127718032	127718109	77	dbVar
chr10	128464290	128464371	81	dbVar
chr10	130837426	130840411	2985	dbVar
chr10	130837443	130837782	339	dbVar
chr10	130837449	130837782	333	dbVar
chr10	131278558	131281791	3233	dbVar
chr10	131278726	131281786	3060	dbVar
chr11	274155	315831	41676	dbVar
chr11	274261	313815	39554	dbVar
chr11	274834	316239	41405	dbVar
chr11	307680	321651	13971	dbVar
chr11	310225	319555	9330	dbVar
chr11	313228	355146	41918	dbVar
chr11	389169	574450	185281	dbVar
chr11	389195	574446	185251	dbVar
chr11	1598336	71563546	69965210	dbVar
chr11	1599067	71564769	69965702	dbVar
chr11	1599269	71561262	69961993	dbVar
chr11	1599278	89346740	87747462	dbVar
chr11	1636577	1640235	3658	dbVar
chr11	1664664	1686640	21976	dbVar
chr11	1879030	1919180	40150	dbVar
chr11	1880610	1919558	38948	dbVar
chr11	1883681	1920552	36871	dbVar
chr11	1884017	1910630	26613	dbVar
chr11	1884380	1918834	34454	dbVar
chr11	1886312	1922452	36140	dbVar
chr11	1894043	1977908	83865	dbVar
chr11	1894896	1976800	81904	dbVar
chr11	1895129	1940566	45437	dbVar
chr11	1896096	1978829	82733	dbVar
chr11	1896639	1974771	78132	dbVar
chr11	1897648	1973502	75854	dbVar
chr11	1899582	1971683	72101	dbVar
chr11	1905438	1967618	62180	dbVar
chr11	1909498	1966539	57041	dbVar
chr11	3756635	3757603	968	dbVar
chr11	4231258	4264793	33535	dbVar
chr11	4241523	4330988	89465	dbVar
chr11	4242987	4286722	43735	dbVar
chr11	4249213	4276819	27606	dbVar
chr11	4249538	4277011	27473	dbVar
chr11	4249638	4311680	62042	dbVar
chr11	4252918	4282284	29366	dbVar
chr11	4275554	4326640	51086	dbVar
chr11	4276070	4329960	53890	dbVar
chr11	4276263	4328814	52551	dbVar
chr11	4276401	4329123	52722	dbVar
chr11	4279078	4323082	44004	dbVar
chr11	4283934	4343853	59919	dbVar
chr11	4313157	4344342	31185	dbVar
chr11	5868162	5920537	52375	dbVar
chr11	5875145	5875225	80	dbVar
chr11	6755043	9004740	2249697	dbVar
chr11	7436235	9736666	2300431	dbVar
chr11	7453859	9761729	2307870	dbVar
chr11	9357919	9361009	3090	dbVar
chr11	10230406	10341679	111273	dbVar
chr11	10527257	10527465	208	dbVar
chr11	11161298	11161767	469	dbVar
chr11	11287330	11287469	139	dbVar
chr11	11696749	11712566	15817	dbVar
chr11	12876338	12924705	48367	dbVar
chr11	14756316	14851070	94754	dbVar
chr11	14877940	14878695	755	dbVar
chr11	15786445	15790194	3749	dbVar
chr11	18261125	18264042	2917	dbVar
chr11	21729746	21730117	371	dbVar
chr11	23686926	23687005	79	dbVar
chr11	23891854	25382197	1490343	dbVar
chr11	24263103	24266377	3274	dbVar
chr11	24263184	24266369	3185	dbVar
chr11	24882407	24883323	916	dbVar
chr11	26879345	26885278	5933	dbVar
chr11	27565266	27565355	89	dbVar
chr11	28323037	28323195	158	dbVar
chr11	30163585	30165924	2339	dbVar
chr11	34026520	34026759	239	dbVar
chr11	36309647	36309976	329	dbVar
chr11	37053199	37054531	1332	dbVar
chr11	37053223	61590047	24536824	dbVar
chr11	39574938	39574989	51	dbVar
chr11	40940640	40941015	375	dbVar
chr11	41140423	41145492	5069	dbVar
chr11	41140746	41145494	4748	dbVar
chr11	43525374	43525514	140	dbVar
chr11	44099734	44102423	2689	dbVar
chr11	44996202	44996687	485	dbVar
chr11	45649098	45649183	85	dbVar
chr11	47130530	47398364	267834	dbVar
chr11	47140198	47141851	1653	dbVar
chr11	48467544	89246328	40778784	dbVar
chr11	48822420	48822489	69	dbVar
chr11	48847084	48942394	95310	dbVar
chr11	48970400	49887009	916609	dbVar
chr11	49155822	49161955	6133	dbVar
chr11	49527228	89099439	39572211	dbVar
chr11	49674725	49724010	49285	dbVar
chr11	49680735	49722175	41440	dbVar
chr11	49713522	49715449	1927	dbVar
chr11	49713799	49729532	15733	dbVar
chr11	49714594	49770801	56207	dbVar
chr11	49715132	49764232	49100	dbVar
chr11	49717311	49765026	47715	dbVar
chr11	49718863	49765542	46679	dbVar
chr11	49720314	49762952	42638	dbVar
chr11	49729670	49748884	19214	dbVar
chr11	49831206	49878472	47266	dbVar
chr11	49831486	49878198	46712	dbVar
chr11	50078203	50334286	256083	dbVar
chr11	50090638	50359551	268913	dbVar
chr11	50142769	50335726	192957	dbVar
chr11	50147024	50425115	278091	dbVar
chr11	50371730	50380819	9089	dbVar
chr11	50427079	50427162	83	dbVar
chr11	50674560	50676969	2409	dbVar
chr11	54563617	54841578	277961	dbVar
chr11	55469490	55472528	3038	dbVar
chr11	55597041	55690279	93238	dbVar
chr11	56449035	56470133	21098	dbVar
chr11	59277817	59282620	4803	dbVar
chr11	59683984	59684423	439	dbVar
chr11	60215982	60216307	325	dbVar
chr11	60259848	60275816	15968	dbVar
chr11	60604765	60604860	95	dbVar
chr11	62058808	62098582	39774	dbVar
chr11	62095114	62141019	45905	dbVar
chr11	63077226	63314870	237644	dbVar
chr11	63315733	63365410	49677	dbVar
chr11	63362952	63364314	1362	dbVar
chr11	64823105	68428926	3605821	dbVar
chr11	65306574	65306739	165	dbVar
chr11	66251092	66252475	1383	dbVar
chr11	66251210	66252427	1217	dbVar
chr11	66251219	66252427	1208	dbVar
chr11	66251546	66252426	880	dbVar
chr11	66593688	66594709	1021	dbVar
chr11	66823153	66826985	3832	dbVar
chr11	67403713	67408585	4872	dbVar
chr11	71564791	71583752	18961	dbVar
chr11	71568873	71579769	10896	dbVar
chr11	71568878	71579777	10899	dbVar
chr11	73766761	73768729	1968	dbVar
chr11	74527352	75035370	508018	dbVar
chr11	75079636	75084891	5255	dbVar
chr11	80859408	80860025	617	dbVar
chr11	80859431	80860509	1078	dbVar
chr11	82205264	82212556	7292	dbVar
chr11	84422261	84427773	5512	dbVar
chr11	88058169	88058771	602	dbVar
chr11	89774059	90077394	303335	dbVar
chr11	89774569	90173104	398535	dbVar
chr11	89863911	90012421	148510	dbVar
chr11	89866838	90014458	147620	dbVar
chr11	89869469	90013100	143631	dbVar
chr11	89870819	90013622	142803	dbVar
chr11	89884120	89912789	28669	dbVar
chr11	89893438	89910975	17537	dbVar
chr11	89935213	89947581	12368	dbVar
chr11	90167428	90167706	278	dbVar
chr11	90688803	92075847	1387044	dbVar
chr11	91409948	91410361	413	dbVar
chr11	94123464	94125334	1870	dbVar
chr11	95633469	95634133	664	dbVar
chr11	96399516	96399887	371	dbVar
chr11	96566581	96566647	66	dbVar
chr11	96731532	96731670	138	dbVar
chr11	98393877	98398258	4381	dbVar
chr11	98974208	98977326	3118	dbVar
chr11	98974212	98977305	3093	dbVar
chr11	99314724	99316041	1317	dbVar
chr11	99761521	99783726	22205	dbVar
chr11	99819776	99820564	788	dbVar
chr11	102917410	102917474	64	dbVar
chr11	104760008	104760369	361	dbVar
chr11	104812130	104812482	352	dbVar
chr11	105701474	105704204	2730	dbVar
chr11	105701476	105704211	2735	dbVar
chr11	106271585	106274273	2688	dbVar
chr11	106442962	106443277	315	dbVar
chr11	106443210	106443283	73	dbVar
chr11	107029702	107029763	61	dbVar
chr11	107280803	107299007	18204	dbVar
chr11	107280977	107299089	18112	dbVar
chr11	109731513	109731570	57	dbVar
chr11	112292953	112298079	5126	dbVar
chr11	114858592	114860149	1557	dbVar
chr11	115624725	115624807	82	dbVar
chr11	116812434	116812539	105	dbVar
chr11	117134526	117210001	75475	dbVar
chr11	117134547	117210019	75472	dbVar
chr11	117253504	117268823	15319	dbVar
chr11	124386904	124393533	6629	dbVar
chr11	124387237	124393297	6060	dbVar
chr11	128868029	128868092	63	dbVar
chr11	129520825	129522709	1884	dbVar
chr11	131195917	131196518	601	dbVar
chr11	131334139	131334218	79	dbVar
chr11	133555207	133555855	648	dbVar
chr12	45740	443317	397577	dbVar
chr12	233822	235679	1857	dbVar
chr12	2152775	78266910	76114135	dbVar
chr12	2336044	66058288	63722244	dbVar
chr12	4276971	4277876	905	dbVar
chr12	5930067	5932106	2039	dbVar
chr12	6229653	21893564	15663911	dbVar
chr12	6572501	6572600	99	dbVar
chr12	6921073	6921145	72	dbVar
chr12	6942486	6952518	10032	dbVar
chr12	7774342	7832817	58475	dbVar
chr12	7811210	7815262	4052	dbVar
chr12	7820837	7846037	25200	dbVar
chr12	9249508	9446623	197115	dbVar
chr12	9252404	9441490	189086	dbVar
chr12	9288535	9569874	281339	dbVar
chr12	9293963	9472644	178681	dbVar
chr12	9311683	9420183	108500	dbVar
chr12	9318162	9587940	269778	dbVar
chr12	9331379	9440275	108896	dbVar
chr12	9331382	9438707	107325	dbVar
chr12	9471883	31046155	21574272	dbVar
chr12	9480147	31201006	21720859	dbVar
chr12	9480177	31201010	21720833	dbVar
chr12	9554846	31136055	21581209	dbVar
chr12	9998602	10038899	40297	dbVar
chr12	10579467	10579695	228	dbVar
chr12	10579529	10579695	166	dbVar
chr12	10579530	10579695	165	dbVar
chr12	11255910	17864916	6609006	dbVar
chr12	11612579	12061246	448667	dbVar
chr12	12391866	12393713	1847	dbVar
chr12	12391903	12393683	1780	dbVar
chr12	12928173	12928255	82	dbVar
chr12	12928174	12928255	81	dbVar
chr12	13397148	13397634	486	dbVar
chr12	13587226	13587291	65	dbVar
chr12	17315470	17322954	7484	dbVar
chr12	17739217	17849853	110636	dbVar
chr12	17739907	17849652	109745	dbVar
chr12	17741677	17849989	108312	dbVar
chr12	17741704	17850133	108429	dbVar
chr12	17742640	17847513	104873	dbVar
chr12	17743833	17854594	110761	dbVar
chr12	17744777	17846188	101411	dbVar
chr12	17772085	17806921	34836	dbVar
chr12	17773810	17895073	121263	dbVar
chr12	17774765	17899533	124768	dbVar
chr12	17775737	17893450	117713	dbVar
chr12	17776015	17893144	117129	dbVar
chr12	17776842	17897019	120177	dbVar
chr12	17778298	17890273	111975	dbVar
chr12	17783166	17883204	100038	dbVar
chr12	17785607	17882690	97083	dbVar
chr12	17790206	17790282	76	dbVar
chr12	17810002	17857845	47843	dbVar
chr12	17857845	17861890	4045	dbVar
chr12	18069153	18081199	12046	dbVar
chr12	18098540	18098600	60	dbVar
chr12	19333974	19334055	81	dbVar
chr12	20138658	20140740	2082	dbVar
chr12	21640330	21640553	223	dbVar
chr12	22415799	22431905	16106	dbVar
chr12	24114605	66058288	41943683	dbVar
chr12	25108839	66058288	40949449	dbVar
chr12	25804875	125317367	99512492	dbVar
chr12	26217318	53967754	27750436	dbVar
chr12	26837154	26838965	1811	dbVar
chr12	26856512	26856693	181	dbVar
chr12	27215702	91371967	64156265	dbVar
chr12	27942712	27945472	2760	dbVar
chr12	27942725	27942785	60	dbVar
chr12	27943575	121174379	93230804	dbVar
chr12	30251341	30348472	97131	dbVar
chr12	33091858	33097476	5618	dbVar
chr12	34285961	34376952	90991	dbVar
chr12	34580541	34586649	6108	dbVar
chr12	37598186	37641402	43216	dbVar
chr12	37699074	37699135	61	dbVar
chr12	37703463	37741291	37828	dbVar
chr12	37852412	37852492	80	dbVar
chr12	37924177	37924752	575	dbVar
chr12	37924184	37924724	540	dbVar
chr12	37924185	37924723	538	dbVar
chr12	37924186	37924385	199	dbVar
chr12	37924290	37924836	546	dbVar
chr12	37924318	37924885	567	dbVar
chr12	38020733	38103418	82685	dbVar
chr12	39466179	39466566	387	dbVar
chr12	39466253	39466530	277	dbVar
chr12	39712390	39712484	94	dbVar
chr12	39725197	39725489	292	dbVar
chr12	41666318	41677654	11336	dbVar
chr12	41666963	41677813	10850	dbVar
chr12	43380432	43380684	252	dbVar
chr12	43707684	43707996	312	dbVar
chr12	44152738	44152926	188	dbVar
chr12	45840193	45840275	82	dbVar
chr12	45978832	45979232	400	dbVar
chr12	46636677	46639627	2950	dbVar
chr12	46636695	46636841	146	dbVar
chr12	46896680	46915968	19288	dbVar
chr12	49788735	49789181	446	dbVar
chr12	49788819	49789125	306	dbVar
chr12	49788845	49789134	289	dbVar
chr12	50026500	50026846	346	dbVar
chr12	50823302	50823828	526	dbVar
chr12	50823528	50823607	79	dbVar
chr12	51176082	54825444	3649362	dbVar
chr12	52251280	52302850	51570	dbVar
chr12	52302336	52331241	28905	dbVar
chr12	54715727	54719084	3357	dbVar
chr12	56091262	56091334	72	dbVar
chr12	57485238	57485352	114	dbVar
